78.			378		~		1
79.			127		~		1
80.			128		~		0
81.			642		~		1
82.			389		~		0
83.			645		~		0
84.			390		~		0
85.			136		~		0
86.			648		~		0
87.			649		~		0
88.			138		~		0
89.			651		~		0
90.			144		~		0
91.			146		~		1
92.			402		~		1
93.			147		~		0
94.			149		~		1
95.			405		~		0
96.			406		~		0
97.			151		~		0
98.			408		~		0
99.			411		~		1
100.			667		~		0
101.			412		~		0
102.			414		~		0
103.			671		~		0
104.			419		~		0
105.			421		~		1
106.			423		~		0
107.			679		~		0
108.			424		~		0
109.			426		~		1
110.			172		~		1
111.			429		~		0
112.			185		~		1
113.			441		~		0
114.			186		~		1
115.			446		~		0
116.			450		~		0
117.			454		~		0
118.			203		~		0
119.			210		~		1
120.			212		~		0
121.			216		~		1
122.			472		~		0
123.			222		~		1
124.			226		~		0
125.			483		~		0
126.			228		~		1
127.			229		~		0
128.			485		~		0
129.			231		~		1
130.			233		~		1
131.			490		~		0
132.			235		~		0
133.			237		~		0
134.			494		~		0
135.			504		~		0
136.			510		~		0

Summary %2 

Total test data: 136
TP	:	41
FN	:	7
FP	:	3
TN	:	85

Accuracy	:	92.6470588235294
Precision	:	0.9318181818181818
Recall		:	0.8541666666666666
F-measure	:	0.8913043478260869
G-mean		:	0.9083211703383602

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #3# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			514		~		0
2.			259		~		1
3.			260		~		1
4.			517		~		0
5.			6		~		1
6.			10		~		0
7.			522		~		0
8.			268		~		0
9.			271		~		1
10.			17		~		0
11.			19		~		1
12.			276		~		1
13.			23		~		0
14.			24		~		0
15.			281		~		1
16.			28		~		0
17.			287		~		1
18.			544		~		0
19.			33		~		0
20.			546		~		0
21.			38		~		0
22.			294		~		1
23.			39		~		1
24.			558		~		0
25.			559		~		0
26.			48		~		1
27.			560		~		1
28.			305		~		1
29.			52		~		1
30.			54		~		1
31.			567		~		1
32.			313		~		1
33.			58		~		1
34.			317		~		1
35.			321		~		1
36.			577		~		1
37.			578		~		1
38.			582		~		0
39.			327		~		1
40.			583		~		0
41.			73		~		1
42.			585		~		0
43.			586		~		0
44.			335		~		1
45.			593		~		0
46.			338		~		0
47.			603		~		0
48.			604		~		0
49.			350		~		0
50.			606		~		1
51.			99		~		1
52.			613		~		0
53.			359		~		0
54.			360		~		0
55.			616		~		0
56.			369		~		0
57.			370		~		0
58.			371		~		0
59.			627		~		0
60.			631		~		0
61.			120		~		0
62.			121		~		1
63.			125		~		1
64.			128		~		0
65.			129		~		0
66.			641		~		0
67.			386		~		0
68.			131		~		1
69.			133		~		0
70.			392		~		0
71.			649		~		0
72.			394		~		0
73.			139		~		0
74.			397		~		0
75.			655		~		1
76.			658		~		0
77.			148		~		1
78.			661		~		0
79.			406		~		0
80.			154		~		0
81.			412		~		0
82.			415		~		0
83.			671		~		0
84.			164		~		0
85.			166		~		0
86.			168		~		1
87.			680		~		0
88.			681		~		1
89.			682		~		1
90.			172		~		1
91.			428		~		0
92.			431		~		0
93.			176		~		0
94.			182		~		1
95.			439		~		1
96.			184		~		0
97.			185		~		1
98.			445		~		0
99.			190		~		0
100.			446		~		0
101.			449		~		0
102.			450		~		0
103.			195		~		1
104.			453		~		1
105.			455		~		0
106.			202		~		0
107.			460		~		0
108.			210		~		1
109.			466		~		0
110.			212		~		0
111.			470		~		0
112.			473		~		1
113.			474		~		1
114.			221		~		1
115.			225		~		1
116.			482		~		0
117.			483		~		0
118.			229		~		0
119.			232		~		1
120.			490		~		0
121.			238		~		0
122.			497		~		0
123.			507		~		0
124.			508		~		1
125.			510		~		0

Summary %3 

Total test data: 125
TP	:	46
FN	:	1
FP	:	2
TN	:	76

Accuracy	:	97.6
Precision	:	0.9583333333333334
Recall		:	0.9787234042553191
F-measure	:	0.968421052631579
G-mean		:	0.9765387510751105

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #4# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			256		~		1
2.			2		~		1
3.			515		~		0
4.			260		~		1
5.			263		~		1
6.			269		~		0
7.			525		~		0
8.			16		~		1
9.			273		~		0
10.			529		~		0
11.			18		~		0
12.			530		~		0
13.			19		~		1
14.			532		~		1
15.			21		~		1
16.			23		~		0
17.			279		~		0
18.			535		~		1
19.			32		~		1
20.			544		~		0
21.			291		~		1
22.			292		~		0
23.			293		~		1
24.			550		~		0
25.			298		~		0
26.			554		~		1
27.			43		~		1
28.			45		~		1
29.			302		~		0
30.			558		~		0
31.			304		~		1
32.			560		~		1
33.			561		~		0
34.			565		~		0
35.			566		~		0
36.			311		~		0
37.			567		~		1
38.			568		~		1
39.			58		~		1
40.			571		~		0
41.			60		~		0
42.			316		~		1
43.			573		~		0
44.			318		~		0
45.			576		~		1
46.			578		~		1
47.			579		~		0
48.			70		~		1
49.			71		~		0
50.			331		~		1
51.			587		~		0
52.			588		~		0
53.			590		~		1
54.			81		~		1
55.			338		~		0
56.			594		~		1
57.			340		~		1
58.			85		~		0
59.			343		~		1
60.			601		~		0
61.			90		~		0
62.			603		~		0
63.			92		~		0
64.			350		~		0
65.			607		~		0
66.			97		~		1
67.			610		~		0
68.			103		~		1
69.			106		~		1
70.			618		~		1
71.			619		~		0
72.			620		~		0
73.			110		~		1
74.			623		~		0
75.			369		~		0
76.			625		~		0
77.			372		~		0
78.			632		~		0
79.			121		~		1
80.			633		~		1
81.			122		~		1
82.			634		~		0
83.			635		~		0
84.			127		~		1
85.			640		~		0
86.			385		~		0
87.			642		~		1
88.			387		~		1
89.			132		~		0
90.			136		~		0
91.			139		~		0
92.			144		~		0
93.			400		~		1
94.			657		~		0
95.			659		~		0
96.			404		~		1
97.			661		~		0
98.			150		~		0
99.			662		~		0
100.			152		~		1
101.			412		~		0
102.			419		~		0
103.			421		~		0
104.			677		~		0
105.			422		~		1
106.			679		~		0
107.			424		~		0
108.			426		~		1
109.			173		~		0
110.			175		~		0
111.			176		~		0
112.			178		~		1
113.			434		~		0
114.			437		~		0
115.			441		~		0
116.			442		~		1
117.			457		~		0
118.			203		~		0
119.			205		~		1
120.			207		~		0
121.			208		~		1
122.			465		~		1
123.			211		~		0
124.			469		~		1
125.			475		~		1
126.			477		~		1
127.			480		~		0
128.			231		~		1
129.			490		~		0
130.			239		~		0
131.			496		~		0
132.			498		~		0
133.			247		~		1
134.			505		~		1
135.			250		~		0
136.			506		~		0
137.			251		~		0
138.			254		~		1

Summary %4 

Total test data: 138
TP	:	54
FN	:	3
FP	:	4
TN	:	77

Accuracy	:	94.92753623188406
Precision	:	0.9310344827586207
Recall		:	0.9473684210526315
F-measure	:	0.9391304347826087
G-mean		:	0.9489914621963874

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #5# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			257		~		1
2.			2		~		1
3.			517		~		0
4.			263		~		1
5.			266		~		0
6.			527		~		0
7.			18		~		0
8.			274		~		1
9.			530		~		0
10.			277		~		1
11.			23		~		0
12.			281		~		1
13.			537		~		0
14.			26		~		0
15.			538		~		0
16.			284		~		1
17.			29		~		0
18.			542		~		0
19.			37		~		0
20.			38		~		1
21.			552		~		0
22.			297		~		1
23.			554		~		1
24.			43		~		1
25.			302		~		0
26.			305		~		1
27.			561		~		0
28.			307		~		0
29.			309		~		0
30.			566		~		0
31.			568		~		1
32.			313		~		1
33.			570		~		0
34.			63		~		0
35.			319		~		0
36.			320		~		1
37.			578		~		1
38.			326		~		1
39.			583		~		0
40.			73		~		1
41.			586		~		0
42.			332		~		0
43.			590		~		1
44.			83		~		1
45.			596		~		1
46.			341		~		0
47.			86		~		1
48.			343		~		1
49.			344		~		1
50.			345		~		1
51.			90		~		0
52.			603		~		0
53.			92		~		0
54.			93		~		0
55.			607		~		0
56.			96		~		0
57.			97		~		1
58.			354		~		1
59.			610		~		0
60.			101		~		0
61.			359		~		0
62.			105		~		1
63.			361		~		0
64.			618		~		1
65.			619		~		0
66.			108		~		1
67.			364		~		0
68.			624		~		0
69.			113		~		0
70.			625		~		0
71.			370		~		0
72.			629		~		0
73.			374		~		0
74.			120		~		0
75.			130		~		0
76.			131		~		1
77.			132		~		0
78.			389		~		0
79.			645		~		0
80.			134		~		0
81.			646		~		0
82.			653		~		0
83.			405		~		0
84.			150		~		0
85.			406		~		0
86.			407		~		1
87.			663		~		0
88.			155		~		1
89.			156		~		1
90.			413		~		1
91.			167		~		0
92.			425		~		0
93.			681		~		1
94.			170		~		1
95.			171		~		0
96.			427		~		0
97.			176		~		0
98.			432		~		0
99.			178		~		1
100.			180		~		0
101.			436		~		0
102.			438		~		0
103.			187		~		0
104.			452		~		1
105.			197		~		0
106.			198		~		0
107.			456		~		0
108.			457		~		0
109.			204		~		0
110.			206		~		1
111.			208		~		1
112.			466		~		0
113.			212		~		0
114.			213		~		1
115.			215		~		0
116.			471		~		0
117.			220		~		0
118.			478		~		0
119.			479		~		1
120.			227		~		1
121.			483		~		0
122.			484		~		0
123.			233		~		1
124.			236		~		0
125.			239		~		0
126.			496		~		0
127.			498		~		0
128.			500		~		1
129.			501		~		1
130.			249		~		0
131.			250		~		0
132.			506		~		0

Summary %5 

Total test data: 132
TP	:	45
FN	:	2
FP	:	2
TN	:	83

Accuracy	:	96.96969696969697
Precision	:	0.9574468085106383
Recall		:	0.9574468085106383
F-measure	:	0.9574468085106385
G-mean		:	0.9669119134183775

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #6# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			256		~		1
2.			513		~		0
3.			5		~		0
4.			267		~		0
5.			524		~		0
6.			19		~		1
7.			277		~		1
8.			27		~		0
9.			540		~		0
10.			544		~		0
11.			34		~		0
12.			546		~		0
13.			291		~		1
14.			292		~		0
15.			549		~		0
16.			296		~		0
17.			552		~		0
18.			557		~		1
19.			558		~		0
20.			303		~		0
21.			562		~		0
22.			51		~		1
23.			310		~		1
24.			59		~		1
25.			573		~		0
26.			321		~		1
27.			324		~		0
28.			69		~		0
29.			587		~		0
30.			590		~		1
31.			79		~		0
32.			341		~		0
33.			600		~		0
34.			89		~		0
35.			348		~		1
36.			351		~		0
37.			96		~		0
38.			99		~		1
39.			101		~		0
40.			361		~		0
41.			618		~		1
42.			108		~		1
43.			364		~		0
44.			112		~		1
45.			624		~		0
46.			625		~		0
47.			115		~		0
48.			371		~		0
49.			118		~		0
50.			376		~		0
51.			636		~		0
52.			381		~		0
53.			129		~		0
54.			130		~		0
55.			132		~		0
56.			134		~		0
57.			391		~		0
58.			648		~		0
59.			393		~		0
60.			396		~		0
61.			654		~		1
62.			399		~		0
63.			147		~		0
64.			148		~		1
65.			404		~		0
66.			660		~		0
67.			408		~		0
68.			409		~		0
69.			157		~		0
70.			413		~		1
71.			159		~		0
72.			163		~		0
73.			675		~		0
74.			424		~		0
75.			680		~		0
76.			176		~		0
77.			177		~		0
78.			434		~		0
79.			436		~		0
80.			183		~		1
81.			186		~		1
82.			188		~		0
83.			446		~		0
84.			193		~		0
85.			195		~		1
86.			452		~		1
87.			458		~		0
88.			203		~		0
89.			207		~		0
90.			468		~		1
91.			213		~		1
92.			471		~		0
93.			217		~		0
94.			474		~		1
95.			478		~		0
96.			479		~		1
97.			227		~		1
98.			483		~		0
99.			484		~		0
100.			230		~		1
101.			231		~		1
102.			232		~		1
103.			488		~		0
104.			492		~		1
105.			241		~		1
106.			243		~		0
107.			501		~		1
108.			511		~		0

Summary %6 

Total test data: 108
TP	:	32
FN	:	1
FP	:	1
TN	:	74

Accuracy	:	98.14814814814815
Precision	:	0.9696969696969697
Recall		:	0.9696969696969697
F-measure	:	0.9696969696969697
G-mean		:	0.9781450182706432

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #7# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			6		~		1
2.			7		~		1
3.			265		~		1
4.			526		~		0
5.			271		~		1
6.			528		~		0
7.			532		~		1
8.			22		~		1
9.			24		~		0
10.			281		~		1
11.			538		~		0
12.			283		~		0
13.			539		~		1
14.			540		~		0
15.			285		~		1
16.			286		~		1
17.			32		~		1
18.			35		~		0
19.			551		~		1
20.			298		~		0
21.			303		~		0
22.			48		~		1
23.			306		~		0
24.			307		~		1
25.			53		~		1
26.			310		~		1
27.			568		~		1
28.			57		~		1
29.			316		~		1
30.			317		~		1
31.			64		~		1
32.			66		~		1
33.			581		~		0
34.			582		~		0
35.			329		~		0
36.			75		~		0
37.			331		~		1
38.			332		~		0
39.			77		~		0
40.			592		~		0
41.			81		~		0
42.			593		~		0
43.			594		~		1
44.			342		~		0
45.			598		~		1
46.			90		~		0
47.			346		~		1
48.			602		~		0
49.			605		~		0
50.			94		~		0
51.			95		~		0
52.			607		~		0
53.			96		~		0
54.			352		~		0
55.			608		~		0
56.			354		~		1
57.			101		~		0
58.			357		~		0
59.			615		~		0
60.			104		~		1
61.			105		~		1
62.			362		~		0
63.			621		~		1
64.			111		~		1
65.			623		~		0
66.			113		~		1
67.			371		~		0
68.			116		~		1
69.			117		~		0
70.			373		~		1
71.			630		~		0
72.			632		~		0
73.			123		~		1
74.			640		~		0
75.			641		~		0
76.			642		~		1
77.			131		~		1
78.			389		~		0
79.			134		~		0
80.			141		~		0
81.			653		~		0
82.			142		~		0
83.			399		~		0
84.			401		~		1
85.			657		~		0
86.			658		~		0
87.			149		~		1
88.			405		~		0
89.			406		~		0
90.			408		~		0
91.			674		~		0
92.			676		~		1
93.			677		~		0
94.			679		~		0
95.			168		~		1
96.			424		~		0
97.			173		~		0
98.			179		~		1
99.			185		~		1
100.			443		~		1
101.			190		~		0
102.			449		~		0
103.			202		~		0
104.			458		~		0
105.			467		~		0
106.			213		~		1
107.			469		~		1
108.			473		~		1
109.			218		~		1
110.			220		~		0
111.			221		~		1
112.			223		~		0
113.			480		~		0
114.			483		~		0
115.			228		~		0
116.			234		~		0
117.			493		~		0
118.			238		~		0
119.			495		~		0
120.			496		~		0
121.			497		~		0
122.			243		~		0
123.			506		~		0
124.			254		~		1

Summary %7 

Total test data: 124
TP	:	43
FN	:	2
FP	:	7
TN	:	72

Accuracy	:	92.74193548387096
Precision	:	0.86
Recall		:	0.9555555555555556
F-measure	:	0.9052631578947369
G-mean		:	0.9332127709956434

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #8# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			512		~		0
2.			1		~		0
3.			257		~		1
4.			514		~		0
5.			260		~		1
6.			6		~		1
7.			262		~		0
8.			7		~		1
9.			521		~		0
10.			13		~		1
11.			14		~		0
12.			16		~		1
13.			20		~		0
14.			277		~		1
15.			533		~		0
16.			534		~		0
17.			539		~		0
18.			28		~		0
19.			29		~		0
20.			285		~		1
21.			287		~		1
22.			546		~		0
23.			36		~		1
24.			293		~		1
25.			38		~		1
26.			300		~		0
27.			46		~		0
28.			563		~		0
29.			53		~		1
30.			567		~		1
31.			62		~		0
32.			318		~		0
33.			63		~		0
34.			319		~		0
35.			321		~		1
36.			577		~		1
37.			68		~		0
38.			583		~		0
39.			328		~		0
40.			584		~		0
41.			585		~		0
42.			586		~		0
43.			587		~		0
44.			588		~		0
45.			593		~		0
46.			596		~		1
47.			85		~		0
48.			86		~		1
49.			600		~		0
50.			601		~		0
51.			603		~		0
52.			607		~		0
53.			356		~		0
54.			612		~		0
55.			101		~		0
56.			357		~		0
57.			102		~		0
58.			614		~		0
59.			360		~		0
60.			616		~		0
61.			106		~		1
62.			364		~		0
63.			365		~		0
64.			621		~		1
65.			366		~		0
66.			622		~		0
67.			114		~		0
68.			627		~		0
69.			628		~		0
70.			121		~		1
71.			377		~		0
72.			639		~		0
73.			389		~		0
74.			135		~		0
75.			647		~		0
76.			393		~		0
77.			138		~		0
78.			395		~		0
79.			144		~		0
80.			656		~		0
81.			657		~		0
82.			402		~		1
83.			406		~		0
84.			663		~		0
85.			664		~		0
86.			409		~		0
87.			155		~		1
88.			157		~		0
89.			676		~		1
90.			166		~		0
91.			422		~		1
92.			679		~		0
93.			424		~		0
94.			682		~		1
95.			173		~		0
96.			429		~		0
97.			430		~		0
98.			433		~		0
99.			178		~		1
100.			434		~		0
101.			180		~		0
102.			183		~		1
103.			184		~		0
104.			188		~		0
105.			191		~		1
106.			448		~		0
107.			449		~		0
108.			194		~		0
109.			450		~		0
110.			199		~		0
111.			200		~		1
112.			203		~		0
113.			472		~		0
114.			474		~		1
115.			225		~		1
116.			481		~		0
117.			227		~		1
118.			487		~		0
119.			232		~		1
120.			493		~		0
121.			238		~		0
122.			495		~		0
123.			501		~		1
124.			248		~		1
125.			505		~		1
126.			250		~		0
127.			251		~		0
128.			254		~		1
129.			511		~		0

Summary %8 

Total test data: 129
TP	:	34
FN	:	3
FP	:	4
TN	:	88

Accuracy	:	94.57364341085271
Precision	:	0.8947368421052632
Recall		:	0.918918918918919
F-measure	:	0.9066666666666667
G-mean		:	0.9375318247633961

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #9# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			256		~		1
2.			257		~		1
3.			259		~		1
4.			6		~		1
5.			522		~		0
6.			268		~		0
7.			524		~		0
8.			269		~		0
9.			526		~		0
10.			18		~		0
11.			275		~		1
12.			531		~		0
13.			21		~		1
14.			22		~		1
15.			279		~		0
16.			538		~		0
17.			539		~		1
18.			284		~		1
19.			286		~		1
20.			287		~		0
21.			288		~		1
22.			291		~		1
23.			292		~		0
24.			37		~		0
25.			297		~		1
26.			42		~		1
27.			555		~		1
28.			47		~		0
29.			303		~		0
30.			48		~		1
31.			560		~		1
32.			305		~		1
33.			562		~		0
34.			52		~		1
35.			53		~		1
36.			56		~		0
37.			58		~		1
38.			570		~		0
39.			571		~		0
40.			574		~		1
41.			64		~		1
42.			322		~		0
43.			579		~		0
44.			325		~		0
45.			327		~		1
46.			73		~		1
47.			76		~		0
48.			590		~		1
49.			335		~		1
50.			591		~		1
51.			80		~		0
52.			336		~		0
53.			592		~		0
54.			593		~		0
55.			84		~		1
56.			340		~		1
57.			598		~		1
58.			89		~		0
59.			345		~		1
60.			603		~		0
61.			350		~		1
62.			353		~		1
63.			610		~		0
64.			613		~		0
65.			104		~		1
66.			617		~		0
67.			363		~		0
68.			365		~		0
69.			621		~		1
70.			110		~		1
71.			111		~		1
72.			369		~		0
73.			625		~		0
74.			371		~		0
75.			116		~		1
76.			372		~		0
77.			117		~		0
78.			123		~		1
79.			379		~		0
80.			382		~		0
81.			128		~		0
82.			384		~		0
83.			640		~		0
84.			642		~		1
85.			643		~		1
86.			132		~		0
87.			644		~		0
88.			137		~		0
89.			393		~		0
90.			396		~		0
91.			397		~		0
92.			399		~		0
93.			147		~		0
94.			151		~		0
95.			152		~		1
96.			411		~		1
97.			156		~		1
98.			414		~		0
99.			415		~		0
100.			161		~		1
101.			673		~		0
102.			674		~		0
103.			675		~		0
104.			422		~		1
105.			423		~		0
106.			173		~		0
107.			429		~		0
108.			174		~		1
109.			178		~		1
110.			435		~		1
111.			184		~		0
112.			188		~		0
113.			444		~		0
114.			445		~		0
115.			446		~		0
116.			192		~		0
117.			200		~		1
118.			456		~		0
119.			206		~		1
120.			215		~		0
121.			471		~		0
122.			474		~		1
123.			475		~		1
124.			221		~		1
125.			478		~		0
126.			224		~		1
127.			232		~		1
128.			491		~		0
129.			492		~		1
130.			494		~		0
131.			495		~		0
132.			240		~		1
133.			245		~		1
134.			503		~		0
135.			250		~		0
136.			509		~		1

Summary %9 

Total test data: 136
TP	:	56
FN	:	2
FP	:	5
TN	:	73

Accuracy	:	94.8529411764706
Precision	:	0.9180327868852459
Recall		:	0.9655172413793104
F-measure	:	0.9411764705882353
G-mean		:	0.9505919789908088

~~~~~~~~~~~~~~~~~~~~~~~~
~~~~~~~ Test #10# ~~~~~~~
~~~~~~~~~~~~~~~~~~~~~~~~
Serial	Identifier	Prediction
1.			513		~		0
2.			3		~		0
3.			259		~		1
4.			4		~		1
5.			261		~		1
6.			519		~		0
7.			266		~		0
8.			11		~		0
9.			269		~		0
10.			526		~		0
11.			17		~		0
12.			529		~		0
13.			18		~		0
14.			19		~		1
15.			21		~		1
16.			533		~		0
17.			22		~		1
18.			278		~		1
19.			24		~		0
20.			536		~		0
21.			25		~		0
22.			281		~		1
23.			282		~		0
24.			283		~		0
25.			539		~		1
26.			30		~		0
27.			286		~		1
28.			544		~		0
29.			289		~		0
30.			36		~		1
31.			548		~		0
32.			549		~		0
33.			295		~		0
34.			558		~		0
35.			47		~		0
36.			307		~		1
37.			52		~		1
38.			53		~		1
39.			309		~		0
40.			54		~		1
41.			56		~		0
42.			570		~		0
43.			576		~		1
44.			67		~		0
45.			68		~		0
46.			69		~		0
47.			70		~		1
48.			326		~		1
49.			71		~		0
50.			327		~		1
51.			328		~		0
52.			329		~		0
53.			74		~		0
54.			335		~		1
55.			591		~		1
56.			82		~		0
57.			342		~		0
58.			89		~		0
59.			347		~		1
60.			93		~		0
61.			350		~		1
62.			95		~		0
63.			608		~		0
64.			101		~		0
65.			103		~		1
66.			362		~		0
67.			618		~		1
68.			108		~		1
69.			622		~		0
70.			367		~		0
71.			368		~		1
72.			370		~		0
73.			626		~		0
74.			372		~		0
75.			373		~		1
76.			378		~		1
77.			634		~		0
78.			635		~		0
79.			127		~		1
80.			384		~		0
81.			641		~		0
82.			387		~		1
83.			645		~		0
84.			646		~		0
85.			136		~		0
86.			140		~		1
87.			656		~		0
88.			146		~		1
89.			658		~		0
90.			149		~		1
91.			665		~		1
92.			156		~		1
93.			412		~		0
94.			157		~		0
95.			160		~		0
96.			417		~		0
97.			675		~		0
98.			677		~		0
99.			167		~		0
100.			424		~		0
101.			425		~		0
102.			682		~		1
103.			173		~		0
104.			174		~		1
105.			430		~		0
106.			433		~		0
107.			435		~		1
108.			182		~		1
109.			183		~		1
110.			449		~		0
111.			196		~		1
112.			452		~		1
113.			454		~		0
114.			456		~		0
115.			201		~		1
116.			457		~		0
117.			459		~		0
118.			206		~		1
119.			463		~		0
120.			464		~		0
121.			465		~		1
122.			211		~		0
123.			468		~		1
124.			471		~		0
125.			472		~		0
126.			481		~		0
127.			483		~		0
128.			228		~		0
129.			487		~		0
130.			232		~		1
131.			489		~		0
132.			491		~		0
133.			494		~		0
134.			497		~		0
135.			243		~		0
136.			501		~		1
137.			502		~		0
138.			247		~		1
139.			503		~		0
140.			248		~		1
141.			249		~		0
142.			505		~		1
143.			250		~		0

Summary %10 

Total test data: 143
TP	:	47
FN	:	6
FP	:	5
TN	:	85

Accuracy	:	92.3076923076923
Precision	:	0.9038461538461539
Recall		:	0.8867924528301887
F-measure	:	0.8952380952380953
G-mean		:	0.9151645783413679

